CDE - 0003865;12/01/2019;26/01/2019;43;Détaillant;1;10
CDE - 0005804;12/01/2019;25/01/2019;43;Grossiste;11;6
CDE - 0006140;12/01/2019;22/01/2019;38;Grossiste;1;8
CDE - 0002439;13/01/2019;19/01/2019;33;Détaillant;5;8
CDE - 0003212;13/01/2019;25/01/2019;50;Grossiste;2;6
CDE - 0003788;13/01/2019;29/01/2019;40;Grossiste;5;12
CDE - 0006846;13/01/2019;25/01/2019;9;Grossiste;7;11
CDE - 0007646;13/01/2019;27/01/2019;12;Détaillant;4;7
CDE - 0002111;14/01/2019;26/01/2019;48;Grossiste;6;7
CDE - 0003417;14/01/2019;18/01/2019;44;Export;11;9
CDE - 0004903;14/01/2019;22/01/2019;6;Export;11;8
CDE - 0007338;14/01/2019;20/01/2019;36;Détaillant;12;11
CDE - 0007947;14/01/2019;22/01/2019;28;Détaillant;5;5
CDE - 0005215;15/01/2019;22/01/2019;37;Export;1;7
CDE - 0006205;15/01/2019;29/01/2019;17;Export;9;6
CDE - 0006985;15/01/2019;30/01/2019;41;Détaillant;5;8
CDE - 000393;16/01/2019;20/01/2019;26;Détaillant;13;10
CDE - 000508;16/01/2019;29/01/2019;13;Grossiste;11;8
CDE - 000563;16/01/2019;03/02/2019;30;Grossiste;2;9
CDE - 000970;16/01/2019;25/01/2019;39;Export;13;10
CDE - 0001397;16/01/2019;01/02/2019;35;Détaillant;2;5
CDE - 0001447;16/01/2019;03/02/2019;39;Grossiste;5;10
CDE - 0001988;16/01/2019;30/01/2019;49;Grossiste;1;9
CDE - 0004362;16/01/2019;29/01/2019;39;Détaillant;7;12
CDE - 0005343;16/01/2019;01/02/2019;12;Détaillant;8;5
CDE - 0006711;16/01/2019;23/01/2019;33;Export;13;8
CDE - 000682;17/01/2019;25/01/2019;18;Détaillant;14;8
CDE - 000860;17/01/2019;21/01/2019;29;Détaillant;4;10
CDE - 0002293;17/01/2019;26/01/2019;36;Grossiste;9;12
CDE - 0003484;17/01/2019;25/01/2019;27;Détaillant;11;9
CDE - 0003945;17/01/2019;28/01/2019;35;Export;13;9
CDE - 0004131;17/01/2019;22/01/2019;50;Grossiste;5;9
CDE - 0005304;17/01/2019;23/01/2019;27;Grossiste;8;11
CDE - 0006039;17/01/2019;23/01/2019;25;Grossiste;10;7
CDE - 0006922;17/01/2019;31/01/2019;9;Grossiste;7;8
CDE - 0007354;17/01/2019;27/01/2019;37;Détaillant;2;6
CDE - 000137;18/01/2019;24/01/2019;46;Grossiste;11;7
CDE - 000182;18/01/2019;26/01/2019;34;Grossiste;11;5
CDE - 000560;18/01/2019;05/02/2019;21;Détaillant;9;8
CDE - 0001232;18/01/2019;30/01/2019;8;Grossiste;14;5
CDE - 0002312;18/01/2019;21/01/2019;15;Grossiste;7;7
CDE - 0004164;18/01/2019;25/01/2019;25;Détaillant;7;9
CDE - 0004961;18/01/2019;05/02/2019;2;Détaillant;6;10
CDE - 0005695;18/01/2019;02/02/2019;15;Grossiste;3;10
CDE - 000303;19/01/2019;22/01/2019;38;Grossiste;5;6
CDE - 0001875;19/01/2019;02/02/2019;48;Grossiste;2;10
CDE - 0004895;19/01/2019;25/01/2019;9;Grossiste;13;7
CDE - 0005065;19/01/2019;30/01/2019;23;Détaillant;1;5
CDE - 0005637;19/01/2019;03/02/2019;43;Grossiste;2;7
CDE - 0006390;19/01/2019;01/02/2019;48;Détaillant;2;11
CDE - 0006996;19/01/2019;05/02/2019;11;Grossiste;3;9
CDE - 000363;20/01/2019;30/01/2019;7;Grossiste;1;10
CDE - 000416;20/01/2019;07/02/2019;30;Grossiste;4;10
CDE - 0005660;20/01/2019;07/02/2019;11;Grossiste;1;5
CDE - 0005844;20/01/2019;30/01/2019;39;Détaillant;5;10
CDE - 0006451;20/01/2019;25/01/2019;8;Grossiste;11;11
CDE - 0006834;20/01/2019;31/01/2019;50;Grossiste;7;8
CDE - 0007084;20/01/2019;23/01/2019;4;Détaillant;14;9
CDE - 0003432;21/01/2019;02/02/2019;37;Détaillant;7;12
CDE - 0004914;21/01/2019;25/01/2019;3;Grossiste;7;11
CDE - 0005585;21/01/2019;27/01/2019;49;Grossiste;7;8
CDE - 0005719;21/01/2019;26/01/2019;38;Détaillant;2;6
CDE - 0006832;21/01/2019;03/02/2019;10;Grossiste;5;12
CDE - 0001509;22/01/2019;30/01/2019;37;Grossiste;1;7
CDE - 0002061;22/01/2019;26/01/2019;35;Grossiste;7;6
CDE - 0003249;22/01/2019;04/02/2019;42;Grossiste;1;11
CDE - 0003515;22/01/2019;04/02/2019;30;Détaillant;3;8
CDE - 0003766;22/01/2019;02/02/2019;32;Détaillant;7;9
CDE - 0004090;22/01/2019;08/02/2019;27;Détaillant;2;11
CDE - 0004636;22/01/2019;26/01/2019;23;Grossiste;11;7
CDE - 0004658;22/01/2019;27/01/2019;48;Grossiste;1;7
CDE - 0004952;22/01/2019;26/01/2019;4;Grossiste;11;10
CDE - 0005816;22/01/2019;01/02/2019;32;Détaillant;12;10
CDE - 0006995;22/01/2019;08/02/2019;49;Grossiste;5;9
CDE - 000608;23/01/2019;09/02/2019;48;Grossiste;4;12
CDE - 0001278;23/01/2019;31/01/2019;11;Détaillant;13;8
CDE - 0003760;23/01/2019;06/02/2019;3;Grossiste;8;6
CDE - 0003875;23/01/2019;02/02/2019;41;Détaillant;7;8
CDE - 0004798;23/01/2019;28/01/2019;14;Grossiste;2;10
CDE - 0007739;23/01/2019;29/01/2019;24;Grossiste;11;6
CDE - 000396;24/01/2019;29/01/2019;13;Détaillant;2;11
CDE - 0005024;24/01/2019;30/01/2019;24;Détaillant;7;10
CDE - 0006157;24/01/2019;30/01/2019;19;Détaillant;2;12
CDE - 0006980;24/01/2019;05/02/2019;43;Grossiste;10;9
CDE - 0007374;24/01/2019;30/01/2019;3;Grossiste;7;10
CDE - 000797;25/01/2019;05/02/2019;20;Grossiste;5;5
CDE - 0001241;25/01/2019;29/01/2019;11;Grossiste;6;5
CDE - 0001972;25/01/2019;06/02/2019;43;Export;5;7
CDE - 0002384;25/01/2019;04/02/2019;17;Grossiste;5;8
CDE - 0003209;25/01/2019;05/02/2019;21;Export;7;9
CDE - 0003840;25/01/2019;07/02/2019;22;Détaillant;7;12
CDE - 0004191;25/01/2019;09/02/2019;40;Grossiste;14;12
CDE - 0006530;25/01/2019;07/02/2019;3;Export;7;8
CDE - 0007353;25/01/2019;05/02/2019;19;Export;7;11
CDE - 000793;26/01/2019;04/02/2019;15;Grossiste;1;7
CDE - 000907;26/01/2019;04/02/2019;28;Grossiste;2;6
CDE - 0001683;26/01/2019;03/02/2019;22;Grossiste;1;8
CDE - 0003007;26/01/2019;08/02/2019;13;Détaillant;4;9
CDE - 0004832;26/01/2019;07/02/2019;43;Export;5;8
CDE - 0007609;26/01/2019;06/02/2019;41;Grossiste;7;9
CDE - 0007679;26/01/2019;12/02/2019;50;Export;9;11
CDE - 0007747;26/01/2019;02/02/2019;21;Détaillant;11;9
CDE - 0007940;26/01/2019;04/02/2019;16;Grossiste;11;9
CDE - 000454;27/01/2019;12/02/2019;8;Export;5;8
CDE - 0004560;27/01/2019;30/01/2019;22;Grossiste;7;6
CDE - 0005588;27/01/2019;11/02/2019;49;Grossiste;7;11
CDE - 000236;28/01/2019;11/02/2019;11;Export;7;11
CDE - 0002473;28/01/2019;05/02/2019;5;Détaillant;5;8
CDE - 0003168;28/01/2019;02/02/2019;21;Grossiste;12;10
CDE - 0004227;28/01/2019;09/02/2019;12;Grossiste;5;11
CDE - 0005907;28/01/2019;14/02/2019;27;Export;5;5
CDE - 0006409;28/01/2019;02/02/2019;41;Détaillant;5;12
CDE - 0001947;29/01/2019;06/02/2019;46;Détaillant;1;12
CDE - 0003926;29/01/2019;09/02/2019;20;Grossiste;13;11
CDE - 0005035;29/01/2019;04/02/2019;47;Détaillant;13;9
CDE - 0006713;29/01/2019;04/02/2019;48;Détaillant;11;11
CDE - 0007467;29/01/2019;11/02/2019;45;Détaillant;11;8
CDE - 000101;30/01/2019;05/02/2019;15;Détaillant;11;5
CDE - 0001676;30/01/2019;08/02/2019;30;Détaillant;2;10
CDE - 0002311;30/01/2019;10/02/2019;25;Grossiste;7;7
CDE - 0003904;30/01/2019;04/02/2019;42;Détaillant;5;9
CDE - 0004725;30/01/2019;10/02/2019;26;Grossiste;5;10
CDE - 0005509;30/01/2019;15/02/2019;47;Export;9;11
CDE - 0005552;30/01/2019;03/02/2019;19;Export;1;7
CDE - 0006209;30/01/2019;16/02/2019;37;Export;2;6
CDE - 0006416;30/01/2019;08/02/2019;22;Export;9;12
CDE - 0007618;30/01/2019;03/02/2019;50;Export;13;8
CDE - 0007746;30/01/2019;11/02/2019;2;Détaillant;5;5
CDE - 0001267;31/01/2019;10/02/2019;9;Export;11;6
CDE - 0001761;31/01/2019;04/02/2019;29;Export;7;6
CDE - 0001914;31/01/2019;17/02/2019;20;Détaillant;11;6
CDE - 0002735;31/01/2019;04/02/2019;8;Export;5;9
CDE - 0002897;31/01/2019;06/02/2019;7;Détaillant;13;7
CDE - 0003853;31/01/2019;12/02/2019;44;Détaillant;7;9
CDE - 0004234;31/01/2019;18/02/2019;11;Grossiste;11;6
CDE - 0004271;31/01/2019;05/02/2019;41;Grossiste;10;11
CDE - 0004291;31/01/2019;18/02/2019;3;Grossiste;3;7
CDE - 0005860;31/01/2019;12/02/2019;36;Grossiste;5;11
CDE - 0007901;31/01/2019;13/02/2019;40;Grossiste;1;8
CDE - 0008061;31/01/2019;14/02/2019;25;Grossiste;13;12
CDE - 0002644;01/02/2019;12/02/2019;18;Détaillant;9;9
CDE - 0003264;01/02/2019;15/02/2019;3;Grossiste;5;6
CDE - 0006423;01/02/2019;10/02/2019;8;Grossiste;1;7
CDE - 0006450;01/02/2019;14/02/2019;40;Grossiste;11;5
CDE - 0007170;01/02/2019;11/02/2019;42;Grossiste;7;10
CDE - 000110;02/02/2019;10/02/2019;33;Grossiste;1;6
CDE - 0002343;02/02/2019;09/02/2019;3;Grossiste;9;12
CDE - 0004644;02/02/2019;19/02/2019;8;Grossiste;11;11
CDE - 0005362;02/02/2019;11/02/2019;16;Export;1;5
CDE - 0005644;02/02/2019;06/02/2019;12;Grossiste;4;11
CDE - 0006179;02/02/2019;20/02/2019;2;Détaillant;7;8
CDE - 0001072;03/02/2019;18/02/2019;46;Export;5;12
CDE - 0002750;03/02/2019;16/02/2019;18;Grossiste;1;10
CDE - 0003731;03/02/2019;17/02/2019;46;Export;7;11
CDE - 0005029;03/02/2019;16/02/2019;12;Détaillant;7;9
CDE - 0006001;03/02/2019;06/02/2019;38;Détaillant;3;10
CDE - 0006850;03/02/2019;11/02/2019;33;Grossiste;9;8
CDE - 000462;04/02/2019;19/02/2019;24;Grossiste;12;8
CDE - 0005260;04/02/2019;17/02/2019;12;Export;9;11
CDE - 0006443;04/02/2019;22/02/2019;6;Export;7;10
CDE - 0007057;04/02/2019;18/02/2019;20;Détaillant;7;9
CDE - 0007699;04/02/2019;11/02/2019;10;Export;3;11
CDE - 000819;05/02/2019;22/02/2019;22;Export;4;9
CDE - 0001350;05/02/2019;20/02/2019;50;Export;10;8
CDE - 0001468;05/02/2019;14/02/2019;33;Détaillant;11;11
CDE - 0001962;05/02/2019;12/02/2019;5;Grossiste;7;9
CDE - 0002204;05/02/2019;12/02/2019;49;Grossiste;11;12
CDE - 0002738;05/02/2019;13/02/2019;20;Détaillant;7;6
CDE - 0003723;05/02/2019;22/02/2019;1;Export;13;12
CDE - 0004626;05/02/2019;19/02/2019;39;Grossiste;2;8
CDE - 0004941;05/02/2019;09/02/2019;31;Grossiste;1;11
CDE - 0005166;05/02/2019;11/02/2019;7;Grossiste;2;7
CDE - 0007847;05/02/2019;23/02/2019;49;Détaillant;1;9
CDE - 000163;06/02/2019;20/02/2019;6;Grossiste;7;8
CDE - 0002508;06/02/2019;09/02/2019;48;Détaillant;12;8
CDE - 0002525;06/02/2019;23/02/2019;30;Grossiste;13;5
CDE - 0003174;06/02/2019;24/02/2019;6;Détaillant;7;11
CDE - 0003246;06/02/2019;20/02/2019;19;Grossiste;9;11
CDE - 0004500;06/02/2019;09/02/2019;46;Export;7;7
CDE - 0006848;06/02/2019;24/02/2019;12;Grossiste;6;9
CDE - 000356;07/02/2019;16/02/2019;17;Grossiste;2;9
CDE - 0001498;07/02/2019;19/02/2019;40;Détaillant;8;6
CDE - 0001926;07/02/2019;12/02/2019;21;Détaillant;2;9
CDE - 0002997;07/02/2019;13/02/2019;44;Grossiste;5;9
CDE - 0003389;07/02/2019;23/02/2019;29;Grossiste;14;12
CDE - 0003477;07/02/2019;19/02/2019;1;Export;7;12
CDE - 0003745;07/02/2019;12/02/2019;31;Grossiste;6;10
CDE - 0003924;07/02/2019;23/02/2019;9;Grossiste;1;6
CDE - 0003937;07/02/2019;24/02/2019;5;Export;7;8
CDE - 0004599;07/02/2019;11/02/2019;12;Détaillant;1;10
CDE - 0005030;07/02/2019;14/02/2019;4;Export;2;5
CDE - 0005262;07/02/2019;21/02/2019;7;Grossiste;3;6
CDE - 0005465;07/02/2019;14/02/2019;27;Export;7;12
CDE - 0007707;07/02/2019;15/02/2019;27;Grossiste;2;7
CDE - 000696;08/02/2019;15/02/2019;16;Détaillant;1;11
CDE - 0005496;08/02/2019;11/02/2019;42;Export;2;8
CDE - 0005973;08/02/2019;16/02/2019;46;Détaillant;8;12
CDE - 0006564;08/02/2019;22/02/2019;49;Grossiste;7;7
CDE - 000344;09/02/2019;27/02/2019;4;Export;14;8
CDE - 000770;09/02/2019;25/02/2019;13;Export;1;10
CDE - 0002814;09/02/2019;15/02/2019;5;Grossiste;7;7
CDE - 0003031;09/02/2019;21/02/2019;47;Grossiste;7;12
CDE - 0005624;09/02/2019;21/02/2019;18;Grossiste;7;8
CDE - 0006367;09/02/2019;12/02/2019;23;Grossiste;2;11
CDE - 0007401;09/02/2019;14/02/2019;28;Grossiste;2;12
CDE - 0007799;09/02/2019;23/02/2019;13;Export;2;10
CDE - 0001421;10/02/2019;21/02/2019;8;Détaillant;2;7
CDE - 0001643;10/02/2019;21/02/2019;42;Détaillant;9;12
CDE - 0002446;10/02/2019;26/02/2019;36;Export;11;8
CDE - 0002700;10/02/2019;28/02/2019;36;Export;1;12
CDE - 0005713;10/02/2019;24/02/2019;22;Grossiste;7;12
CDE - 0005910;10/02/2019;26/02/2019;22;Grossiste;14;8
CDE - 0006750;10/02/2019;23/02/2019;37;Grossiste;2;12
CDE - 0007388;10/02/2019;25/02/2019;43;Export;14;9
CDE - 0008039;10/02/2019;28/02/2019;33;Export;13;12
CDE - 0008060;10/02/2019;19/02/2019;8;Grossiste;7;8
CDE - 000898;11/02/2019;21/02/2019;9;Détaillant;1;5
CDE - 0002028;11/02/2019;19/02/2019;1;Grossiste;2;11
CDE - 0002496;11/02/2019;17/02/2019;28;Détaillant;7;6
CDE - 0005779;11/02/2019;16/02/2019;19;Grossiste;1;7
CDE - 0004893;12/02/2019;22/02/2019;11;Grossiste;5;8
CDE - 0006083;12/02/2019;24/02/2019;23;Export;13;12
CDE - 0007645;12/02/2019;18/02/2019;49;Détaillant;7;7
CDE - 0007795;12/02/2019;23/02/2019;24;Grossiste;7;10
CDE - 000702;13/02/2019;18/02/2019;23;Détaillant;12;10
CDE - 0001009;13/02/2019;16/02/2019;3;Grossiste;11;10
CDE - 0001457;13/02/2019;28/02/2019;39;Export;11;6
CDE - 0001871;13/02/2019;01/03/2019;14;Grossiste;11;7
CDE - 0003863;13/02/2019;16/02/2019;22;Grossiste;11;5
CDE - 0005406;13/02/2019;24/02/2019;27;Détaillant;11;10
CDE - 0006779;13/02/2019;24/02/2019;26;Grossiste;1;8
CDE - 0006999;13/02/2019;21/02/2019;32;Détaillant;5;12
CDE - 000736;14/02/2019;24/02/2019;7;Grossiste;2;10
CDE - 0001974;14/02/2019;27/02/2019;44;Grossiste;9;8
CDE - 0002553;14/02/2019;28/02/2019;39;Export;7;9
CDE - 0003122;14/02/2019;21/02/2019;25;Grossiste;1;9
CDE - 0004044;14/02/2019;23/02/2019;4;Grossiste;11;5
CDE - 0004337;14/02/2019;17/02/2019;42;Export;9;12
CDE - 0004739;14/02/2019;24/02/2019;5;Détaillant;2;7
CDE - 0004981;14/02/2019;21/02/2019;24;Grossiste;13;9
CDE - 0007416;14/02/2019;02/03/2019;15;Détaillant;7;5
CDE - 0007786;14/02/2019;24/02/2019;43;Détaillant;9;6
CDE - 000681;15/02/2019;21/02/2019;39;Grossiste;4;10
CDE - 0001379;15/02/2019;03/03/2019;27;Grossiste;1;7
CDE - 0006151;15/02/2019;22/02/2019;42;Grossiste;7;7
CDE - 0006345;15/02/2019;03/03/2019;27;Export;5;6
CDE - 0006431;15/02/2019;27/02/2019;21;Grossiste;5;5
CDE - 000298;16/02/2019;24/02/2019;24;Détaillant;13;8
CDE - 0002544;16/02/2019;21/02/2019;19;Grossiste;2;6
CDE - 0002724;16/02/2019;21/02/2019;12;Grossiste;1;5
CDE - 0004368;16/02/2019;23/02/2019;8;Détaillant;5;8
CDE - 0005705;16/02/2019;25/02/2019;37;Grossiste;1;10
CDE - 0007404;16/02/2019;01/03/2019;4;Grossiste;7;9
CDE - 0007491;16/02/2019;23/02/2019;24;Grossiste;2;9
CDE - 0002901;17/02/2019;04/03/2019;31;Grossiste;9;9
CDE - 0002908;17/02/2019;01/03/2019;20;Export;1;10
CDE - 0003602;17/02/2019;25/02/2019;47;Grossiste;1;9
CDE - 0004487;17/02/2019;07/03/2019;37;Grossiste;6;9
CDE - 0003354;18/02/2019;27/02/2019;34;Détaillant;1;12
CDE - 0004529;18/02/2019;08/03/2019;19;Détaillant;7;11
CDE - 0004537;18/02/2019;04/03/2019;41;Grossiste;2;9
CDE - 0005789;18/02/2019;24/02/2019;12;Grossiste;7;7
CDE - 0006070;18/02/2019;07/03/2019;20;Détaillant;11;9
CDE - 0006334;18/02/2019;27/02/2019;37;Grossiste;11;12
CDE - 0006384;18/02/2019;25/02/2019;17;Détaillant;1;7
CDE - 000577;19/02/2019;08/03/2019;3;Export;1;5
CDE - 0001013;19/02/2019;09/03/2019;19;Grossiste;5;6
CDE - 0002835;19/02/2019;09/03/2019;6;Détaillant;7;7
CDE - 0003740;19/02/2019;09/03/2019;38;Export;13;8
CDE - 0006007;19/02/2019;25/02/2019;24;Grossiste;2;9
CDE - 0006259;19/02/2019;07/03/2019;50;Détaillant;5;5
CDE - 0007827;19/02/2019;02/03/2019;42;Grossiste;1;10
CDE - 0007952;19/02/2019;28/02/2019;22;Détaillant;5;6
CDE - 0002849;20/02/2019;27/02/2019;50;Grossiste;11;5
CDE - 0005137;20/02/2019;10/03/2019;12;Grossiste;2;5
CDE - 0005571;20/02/2019;23/02/2019;15;Grossiste;7;9
CDE - 0005826;20/02/2019;25/02/2019;31;Grossiste;2;10
CDE - 0001086;21/02/2019;25/02/2019;24;Grossiste;5;5
CDE - 0001539;21/02/2019;28/02/2019;25;Détaillant;2;8
CDE - 0002917;21/02/2019;28/02/2019;12;Grossiste;11;7
CDE - 0004231;21/02/2019;26/02/2019;46;Détaillant;1;12
CDE - 0004606;21/02/2019;08/03/2019;29;Export;7;9
CDE - 0004879;21/02/2019;24/02/2019;32;Grossiste;7;10
CDE - 0007771;21/02/2019;28/02/2019;44;Détaillant;5;8
CDE - 0002383;22/02/2019;02/03/2019;50;Grossiste;9;5
CDE - 0003482;22/02/2019;26/02/2019;37;Détaillant;11;11
CDE - 0005191;22/02/2019;11/03/2019;10;Détaillant;9;12
CDE - 0006017;22/02/2019;01/03/2019;30;Export;11;5
CDE - 0001559;23/02/2019;06/03/2019;23;Grossiste;9;7
CDE - 0001944;23/02/2019;12/03/2019;32;Détaillant;9;8
CDE - 0003823;23/02/2019;06/03/2019;23;Détaillant;7;5
CDE - 0004311;23/02/2019;02/03/2019;12;Grossiste;1;7
CDE - 0005488;23/02/2019;26/02/2019;13;Détaillant;14;5
CDE - 0005821;23/02/2019;28/02/2019;24;Grossiste;11;5
CDE - 0006800;23/02/2019;27/02/2019;36;Export;11;11
CDE - 0007102;23/02/2019;07/03/2019;20;Grossiste;2;6
CDE - 0007855;23/02/2019;02/03/2019;9;Grossiste;7;9
CDE - 000528;24/02/2019;10/03/2019;33;Grossiste;11;7
CDE - 000989;24/02/2019;12/03/2019;12;Détaillant;11;6
CDE - 0002201;24/02/2019;04/03/2019;24;Export;3;8
CDE - 0001549;25/02/2019;12/03/2019;26;Détaillant;9;11
CDE - 0001856;25/02/2019;06/03/2019;7;Grossiste;2;8
CDE - 0001859;25/02/2019;12/03/2019;5;Grossiste;2;8
CDE - 0001992;25/02/2019;10/03/2019;32;Export;14;11
CDE - 0002573;25/02/2019;12/03/2019;22;Détaillant;7;7
CDE - 0003618;25/02/2019;12/03/2019;28;Détaillant;1;11
CDE - 0005217;25/02/2019;12/03/2019;7;Détaillant;5;7
CDE - 0005265;25/02/2019;11/03/2019;23;Détaillant;5;8
CDE - 000683;26/02/2019;10/03/2019;21;Détaillant;5;6
CDE - 000872;26/02/2019;07/03/2019;9;Détaillant;7;6
CDE - 0004105;26/02/2019;10/03/2019;49;Grossiste;2;8
CDE - 0005239;26/02/2019;09/03/2019;15;Détaillant;11;10
CDE - 0007308;26/02/2019;13/03/2019;24;Grossiste;11;9
CDE - 0007792;26/02/2019;03/03/2019;7;Grossiste;13;11
CDE - 0008063;26/02/2019;16/03/2019;4;Grossiste;6;9
CDE - 0004522;27/02/2019;08/03/2019;22;Grossiste;4;12
CDE - 0005603;27/02/2019;17/03/2019;28;Détaillant;5;10
CDE - 0007337;27/02/2019;15/03/2019;38;Export;11;5
CDE - 0007340;27/02/2019;17/03/2019;2;Détaillant;7;7
CDE - 0007593;27/02/2019;15/03/2019;12;Grossiste;6;12
CDE - 000637;28/02/2019;04/03/2019;13;Grossiste;1;5
CDE - 0001189;28/02/2019;17/03/2019;46;Grossiste;2;8
CDE - 0001666;28/02/2019;07/03/2019;23;Grossiste;7;11
CDE - 0002799;28/02/2019;15/03/2019;37;Export;13;8
CDE - 0003359;28/02/2019;05/03/2019;24;Détaillant;1;6
CDE - 0005220;28/02/2019;10/03/2019;12;Détaillant;2;8
CDE - 0005430;28/02/2019;16/03/2019;45;Détaillant;5;6
CDE - 0005451;28/02/2019;15/03/2019;50;Grossiste;7;8
CDE - 0006015;28/02/2019;04/03/2019;4;Grossiste;5;5
CDE - 0006928;28/02/2019;16/03/2019;15;Grossiste;5;12
CDE - 0007779;28/02/2019;11/03/2019;16;Export;7;9
CDE - 000669;01/03/2019;16/03/2019;49;Export;1;10
CDE - 0001261;01/03/2019;09/03/2019;33;Grossiste;5;7
CDE - 0001398;01/03/2019;06/03/2019;17;Grossiste;11;12
